295.497307 49.898279
187.691438 50.941286
241.951578 50.577044
268.793086 64.985671
323.241292 64.924064
214.187068 66.272947
159.355166 67.417553
295.803173 80.328142
350.626417 80.015780
133.165423 82.843247
241.177699 80.967997
187.094817 82.857298
323.298554 95.616570
268.493684 96.021883
213.698541 97.134064
159.118474 98.308933
377.908885 96.006752
106.203964 99.105509
295.543783 111.405425
350.988519 111.935035
132.928720 113.769214
186.475497 113.638433
240.536774 112.986689
80.420616 115.231586
267.894911 127.451520
324.231327 127.382346
159.724801 128.845799
378.800586 128.465344
212.891145 128.950640
105.233362 130.040123
295.946913 143.862937
351.839126 143.454381
186.901369 144.644382
240.106591 143.499776
406.369465 144.716798
132.738504 145.699278
78.765856 146.253747
212.811174 160.311113
268.197546 159.984701
323.835741 159.753391
379.404763 160.038721
159.641587 161.703220
104.811836 162.070704
295.794526 176.521473
352.600046 176.183182
407.464352 176.318287
186.293928 177.533147
131.945159 178.238933
239.932598 176.805733
79.584049 178.112464
380.187288 192.016363
159.973415 193.731639
212.681463 193.399833
268.766065 192.672420
324.153518 193.289577
105.836469 193.675425
351.914785 207.787914
407.955062 207.956514
296.455998 209.044927
132.174297 210.160339
186.128560 210.247898
78.675065 209.391875
323.356941 224.278243
380.464004 224.316051
160.098781 226.472330
106.184509 225.599025
407.564891 239.259703
352.298503 239.950369
133.292951 241.205209
78.680470 242.054746
186.475497 242.074201
322.830574 256.602801
380.239179 255.606281
105.675446 257.102137
160.392779 257.147543
408.426318 271.275153
352.018556 272.188460
78.685874 272.330049
133.237839 273.606517
187.416917 274.395516
106.990813 288.192412
379.512857 288.090814
161.519000 288.763072
322.312843 289.588842
78.818817 303.758594
133.777188 303.762939
189.230571 304.853481
408.748407 303.948843
351.446772 305.109639
294.589404 305.875963
106.980015 319.730111
161.983770 319.655533
214.360013 319.827386
379.469613 319.615564
322.111807 321.156825
267.448504 321.539452
79.671596 335.386045
189.174356 334.701876
134.631037 335.681092
294.639112 336.155568
350.288126 335.748114
408.417671 335.405511
241.411160 335.847562
107.019984 350.890641
162.221554 351.275408
215.729421 350.820386
267.730614 350.839841
322.258790 351.100323
379.884654 351.311064
79.966665 366.007205
134.971501 365.850495
188.456681 366.330386
295.121176 366.403883
407.861029 366.088257
241.644621 365.594337
350.508628 367.068586
107.598243 381.629623
162.951108 381.364796
215.446242 381.933316
268.705539 381.628542
322.874867 382.603456
378.762757 382.419703
295.750223 396.804542
135.301145 397.980502
189.432676 397.502762
351.348416 397.581663
241.810010 397.573016
406.179248 397.047741
81.531716 397.336324
215.554326 413.235414
268.392085 412.878749
323.579583 413.168424
108.134337 413.736943
162.444196 413.941211
378.935690 412.993306
135.934515 429.185336
189.100859 429.558224
351.002570 429.737621
295.983662 429.959214
242.373126 430.030528
163.077566 444.560231
216.147705 445.222762
268.927099 445.160095
