157.659  11.155
187.160  11.063
216.811  11.006
246.413  11.049
276.081  11.007
305.724  11.129
 98.514  11.410
128.024  11.234
335.312  11.227
364.796  11.301
394.328  11.372
 68.780  11.159
423.942  11.491
216.790  40.315
 68.929  40.943
 98.423  40.729
127.909  40.550
157.594  40.521
187.105  40.430
246.460  40.387
276.083  40.352
305.728  40.453
335.411  40.520
364.958  40.675
394.511  40.730
423.969  40.866
 39.341  40.871
453.349  41.074
482.868  40.923
 98.316  70.150
127.800  70.018
157.479  69.975
187.050  69.866
216.807  69.865
246.501  69.851
276.174  69.883
305.815  69.863
335.484  69.969
 39.204  70.447
 68.773  70.285
365.104  70.040
394.680  70.229
424.164  70.381
453.654  70.396
483.013  70.639
  9.779  70.538
 68.701  99.705
 98.089  99.714
127.745  99.515
157.372  99.456
187.035  99.389
216.796  99.403
246.481  99.420
276.207  99.412
305.869  99.478
335.588  99.534
365.214  99.590
394.734  99.627
424.351  99.830
  9.689 100.115
 39.043  99.918
453.802  99.959
483.109 100.144
510.886 100.151
127.663 129.153
157.264 129.086
187.011 129.059
216.755 129.033
246.493 128.985
276.210 129.063
305.973 129.074
335.647 129.045
  9.474 129.628
 38.835 129.478
 68.553 129.378
 98.053 129.273
365.361 129.196
394.961 129.276
424.476 129.357
453.861 129.486
483.297 129.563
510.846 129.671
 68.464 159.025
 97.961 158.885
127.564 158.791
157.250 158.761
187.026 158.778
216.709 158.752
246.506 158.759
276.265 158.644
305.991 158.722
335.691 158.763
365.395 158.790
395.038 158.922
  9.505 159.179
 38.736 159.051
424.558 158.943
453.944 159.034
483.316 159.074
510.739 159.038
246.501 188.452
  9.356 188.768
 38.717 188.714
 68.423 188.610
 97.902 188.573
127.522 188.500
157.175 188.393
186.980 188.487
216.712 188.422
276.256 188.425
305.997 188.408
335.734 188.508
365.434 188.481
395.141 188.565
424.700 188.653
454.108 188.597
483.564 188.684
510.707 188.595
157.156 218.159
186.956 218.257
216.749 218.193
246.536 218.282
276.270 218.148
306.043 218.147
  9.283 218.389
 38.638 218.364
 68.263 218.296
 97.887 218.332
127.493 218.266
335.789 218.205
365.473 218.234
395.142 218.193
424.781 218.283
454.276 218.284
483.457 218.393
 68.251 247.989
 97.876 247.992
127.463 247.995
157.165 247.969
186.923 248.003
216.678 248.016
246.536 248.007
276.326 247.955
306.085 247.942
335.794 247.915
365.509 247.985
395.198 247.931
  9.223 248.000
 38.597 248.092
424.775 247.977
454.231 248.015
483.691 247.963
  9.234 277.628
 38.575 277.614
 68.263 277.656
 97.845 277.685
127.502 277.708
157.184 277.756
186.938 277.775
216.713 277.766
246.503 277.718
276.270 277.712
306.033 277.649
335.785 277.756
365.499 277.667
395.174 277.611
424.772 277.742
454.347 277.606
483.610 277.599
  9.310 307.308
 38.659 307.216
 68.363 307.469
 97.871 307.445
127.555 307.445
157.194 307.550
186.973 307.515
216.702 307.512
246.537 307.540
276.337 307.494
306.063 307.436
335.763 307.507
365.519 307.392
395.173 307.308
424.619 307.349
454.287 307.330
483.504 307.306
 68.454 337.016
  9.295 336.883
 38.781 336.928
 97.841 337.144
127.608 337.147
157.251 337.277
186.987 337.275
216.795 337.263
246.563 337.343
276.268 337.283
306.058 337.259
335.795 337.230
365.496 337.156
395.134 337.192
424.623 337.001
454.155 337.011
483.505 336.797
  9.496 366.505
 38.773 366.579
 68.419 366.688
 98.037 366.832
127.642 366.880
157.303 366.998
187.051 366.964
216.742 366.976
246.539 367.022
276.259 366.996
306.027 366.944
335.711 366.953
365.415 366.867
395.100 366.793
424.572 366.611
454.026 366.613
483.418 366.406
  9.488 396.096
 39.026 396.144
 68.625 396.442
 98.070 396.439
127.726 396.594
157.405 396.683
187.053 396.649
216.813 396.688
246.561 396.696
276.243 396.698
306.027 396.647
335.655 396.606
365.354 396.535
394.937 396.347
424.503 396.313
454.029 396.152
483.331 395.969
510.723 395.482
  9.745 425.571
 39.042 425.710
 68.732 425.846
483.160 425.549
 98.189 426.087
127.774 426.105
157.479 426.249
187.101 426.260
216.860 426.381
246.591 426.312
276.244 426.350
305.911 426.279
335.634 426.287
365.267 426.171
394.869 425.965
424.445 425.994
453.870 425.743
510.834 425.115
  9.986 455.001
 39.230 455.202
 68.890 455.389
 98.404 455.644
127.935 455.667
157.544 455.707
187.187 455.853
216.841 455.887
246.510 455.856
276.260 455.812
305.837 455.819
335.587 455.787
365.190 455.628
394.688 455.435
424.326 455.347
453.725 455.323
483.082 455.055
510.852 454.413
 10.200 484.412
 39.439 484.635
453.489 484.598
482.891 484.473
 69.078 484.784
 98.524 485.050
128.012 485.143
157.635 485.248
187.244 485.330
216.840 485.362
246.538 485.300
276.211 485.336
305.854 485.286
335.521 485.243
365.035 485.042
394.541 484.934
424.138 484.801
